#OTU ID	Domain	Phylum	Class	Order	Family	Genus	Species
345994	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
345913	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
345882	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
345862	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
345860	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
345804	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
345802	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
345709	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
345582	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
345557	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
345466	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
345347	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
345330	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
345126	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
345121	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
345063	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
344943	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
344906	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
344828	Bacteria	 Actinobacteria	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Adlercreutzia	 
344695	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 reuteri
344527	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
344394	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 Clostridium	 maritimum
344170	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
344158	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
344117	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
344101	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
344085	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
343906	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
343859	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
343853	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
343778	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
343442	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
343420	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
343238	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
343183	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
343140	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
343130	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
342988	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
342962	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
342887	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
342787	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
342666	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 	 
342469	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 reuteri
342429	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
342268	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 Clostridium	 metallolevans
342231	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
341913	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
341749	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
341713	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
341453	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
341448	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
341287	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
341252	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
341186	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 
341180	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
340960	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
340873	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
340853	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
340794	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
340650	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
340600	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
340447	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
340189	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
339799	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
339718	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
339622	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
339549	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
339329	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
339229	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
339156	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
339050	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
339031	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
339013	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
338926	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Dorea	 
338887	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
338796	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
338786	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
338644	Bacteria	 Actinobacteria	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Adlercreutzia	 
338640	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
338621	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 	 
338348	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
338345	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
338290	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
338258	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
337762	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
337673	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
337572	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
337561	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
337407	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
337336	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
337317	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
337289	Bacteria	 TM7	 TM7-3	 CW040	 F16	 	 
337083	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 	 
336872	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
336810	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
336789	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
336736	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
336696	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
336691	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
336676	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
336632	Bacteria	 Verrucomicrobia	 Verrucomicrobiae	 Verrucomicrobiales	 Verrucomicrobiaceae	 Akkermansia	 muciniphila
336277	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
336276	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
336174	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
336145	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
335967	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
335966	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
335965	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
335952	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
335881	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
335762	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
335553	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
335330	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
335183	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
335097	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
335024	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Pelagibacteraceae	 	 
334797	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
334761	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
334751	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
334619	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
334617	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
334602	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
334575	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
334365	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
334328	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
334292	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
334040	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
333837	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
333726	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
333714	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
333695	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
333576	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
333453	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
333351	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
333330	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
333178	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
333049	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
332865	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
332776	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
332698	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
332651	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
332608	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
332587	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
332560	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
332507	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
332475	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
332364	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
332303	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
332168	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
331965	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
331878	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
331786	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
331782	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
331760	Bacteria	 Verrucomicrobia	 Verrucomicrobiae	 Verrucomicrobiales	 Verrucomicrobiaceae	 Akkermansia	 muciniphila
331747	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
331737	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
331491	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
331486	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
331317	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
331248	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
331222	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
331117	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
331043	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
331013	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
330772	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
330389	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
330353	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
330333	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
330296	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
330279	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
330219	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
330201	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
330183	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
330155	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
330116	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
330042	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
330024	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
329830	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
329790	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
329741	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
329712	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
329678	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
329528	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
329502	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
329402	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
328905	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
328758	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
328486	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
328393	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
328146	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 	 	 
328143	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
327959	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
327900	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
327739	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
327656	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
326968	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
326820	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
326702	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
326701	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
326644	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
326567	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
326448	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
326180	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
326076	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
326055	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
326048	Bacteria	 Actinobacteria	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 	 
325958	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
325918	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
325780	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
325633	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
325541	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
325419	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 	 
325289	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
325126	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Coprococcus	 
325036	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
324999	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
324985	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Coprococcus	 
324943	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
324926	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
324884	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
324849	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
324567	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
324369	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
324104	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
324020	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
323829	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
323746	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
323621	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
323573	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
323403	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
323154	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
323090	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
322991	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
322900	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
322870	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
322840	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
322776	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
322723	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
322585	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
322564	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
322466	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
322433	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
322250	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
322223	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 	 
322138	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
322062	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
322059	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
321992	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
321821	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
321796	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 	 
321735	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
321722	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
321484	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
321446	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
321195	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
321086	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
321019	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
320972	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
320844	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
320835	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
320483	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
320371	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
320249	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
320224	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
320198	Bacteria	 Proteobacteria	 Betaproteobacteria	 Methylophilales	 Methylophilaceae	 	 
320187	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Pelagibacteraceae	 	 
320169	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
320141	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
320123	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
319865	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
319337	Bacteria	 Tenericutes	 Mollicutes	 RF39	 	 	 
319214	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
319158	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
318819	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
318818	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
318764	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
318732	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
318583	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
318563	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
318395	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
318370	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
318231	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
317740	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
317633	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
317623	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
317522	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Lactococcus	 
317389	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
317265	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
317099	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
317073	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
316925	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
316675	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 	 
316629	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
316550	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
316438	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 agilis
316428	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
316415	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
316381	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
316360	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
316267	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	 
